sample_index,split,reference,sampling_rate,audio_num_samples,audio_duration_sec,whisper_tiny_output,whisper_tiny_latency_sec,whisper_tiny_wer,whisper_base_output,whisper_base_latency_sec,whisper_base_wer,whisper_small_output,whisper_small_latency_sec,whisper_small_wer,whisper_medium_output,whisper_medium_latency_sec,whisper_medium_wer,whisper_large_v3_output,whisper_large_v3_latency_sec,whisper_large_v3_wer,whisper_large_v3t_output,whisper_large_v3t_latency_sec,whisper_large_v3t_wer,gemma3n_e2b_output,gemma3n_e2b_latency_sec,gemma3n_e2b_wer,gemma3n_e4b_output,gemma3n_e4b_latency_sec,gemma3n_e4b_wer,vosk_small_en_us_output,vosk_small_en_us_latency_sec,vosk_small_en_us_wer,vosk_model_en_us_output,vosk_model_en_us_latency_sec,vosk_model_en_us_wer
1043,test.clean,KEEP SILENT AS LONG AS MAY BE AND IT WOULD BE WISE WHEN YOU DO SPEAK TO BREAK OUT SUDDENLY IN ONE OF YOUR SHOUTINGS WHICH WILL SERVE TO REMIND THE INDIANS THAT YOU ARE NOT ALTOGETHER AS RESPONSIBLE AS MEN SHOULD BE,16000,180480,11.28,"Keep silent as long as it may be, and it would be wise when you do speak, to break out suddenly in one of your shouting which will serve to remind the Indians that you are not all together as responsible as men should be.",0.2887891186401248,0.09302325581395349,"Keep silent as long as may be, and it would be wise when you do speak to break out suddenly in one of your shoutings which will serve to remind the Indians that you are not altogether as responsible as men should be.",0.3171190060675144,0.0,Keep silent as long as may be and it would be wise when you do speak to break out suddenly in one of your shoutings Which will serve to remind the Indians that you are not all together as responsible as men should be,0.41174723394215107,0.046511627906976744,"Keep silent as long as may be, and it would be wise, when you do speak, to break out suddenly in one of your shoutings, which will serve to remind the Indians that you are not altogether as responsible as men should be.",0.7460507052019238,0.0,keep silent as long as may be and it would be wise when you do speak to break out suddenly in one of your shoutings which will serve to remind the indians that you are not altogether as responsible as men should be,0.7952979458495975,0.0,keep silent as long as may be and it would be wise when you do speak to break out suddenly in one of your shoutings which will serve to remind the indians that you are not altogether as responsible as men should be,0.2869351040571928,0.0,"Keep silent as long as may be, and it would be wise when you do speak to break out suddenly in one of your shoutings, which will serve to remind the Indians that you are not altogether as responsible as men should be.",8.028126738965511,0.0,"Keep silent as long as may be, and it would be wise when you do speak to break out suddenly in one of your shoutings, which will serve to remind the Indians that you are not altogether as responsible as men should be.",9.065145384520292,0.0,keep silent as long as may be and it would be wise when you do speak to break out suddenly in one of your shouting which will serve to remind the indians that you are not altogether as responsible as men should be,2.710325504653156,0.023255813953488372,keeps silent as long as may be and it would be wise when you do speak to break out suddenly in one of your shouting which will serve to remind the indians that you are not altogether as responsible as men should be,4.02125876955688,0.046511627906976744
1044,test.clean,THERE'S A WHALE A WHALE CRIED THE PROFESSOR,16000,48640,3.04,"There's a whale, a whale, cried the professor.",0.12083030585199594,0.0,"There's a well, a well, cried the professor.",0.13831484969705343,0.25,"There's a whale, a whale!"" cried the professor.",0.17912606801837683,0.0,"There's a whale, a whale! cried the professor.",0.29689901135861874,0.0,"''There's a whale, a whale!'' cried the professor.",0.41208815574645996,0.25,"""'There's a whale, a whale!' cried the professor.",0.20075880363583565,0.25,"There's a whale, a whale, cried the professor.",2.4529107064008713,0.0,"There's a whale, a whale, cried the professor.",2.7301946356892586,0.0,there's a well aware cried the professor,0.9565191101282835,0.375,there is a whale a whale cried the professor,1.211461833678186,0.25
1045,test.clean,AND THE MEN OF ISRAEL ANSWERED THE MEN OF JUDAH AND SAID WE HAVE TEN PARTS IN THE KING AND WE HAVE ALSO MORE RIGHT IN DAVID THAN YE WHY THEN DID YE DESPISE US THAT OUR ADVICE SHOULD NOT BE FIRST HAD IN BRINGING BACK OUR KING,16000,330240,20.64,"And the men of Israel answered the men of Judah and said, we have ten parts in the King. And we have also more right in David than ye. Why then did ye despise us? That our advice should not be first had in bringing back our King?",0.3486824659630656,0.0,"And the men of Israel answered the men of Judah and said, We have ten parts in the king, And we have also more right in David than ye. Why then, did ye despise us? That our advice should not be first had in bringing back our king?",0.49505156464874744,0.0,"And the men of Israel answered the men of Judah and said, We have ten parts in the king, and we have also more right in David than ye. Why then did ye despise us, that our advice should not be first had in bringing back our king?",0.4854887956753373,0.0,"And the men of Israel answered the men of Judah, and said, We have ten parts in the king, and we have also more right in David than ye. Why then did ye despise us, that our advice should not be first had in bringing back our king?",1.0297887977212667,0.0,"And the men of Israel answered the men of Judah, and said, We have ten parts in the king, and we have also more right in David than ye. Why then did ye despise us, that our advice should not be first had in bringing back our king?",0.9825494550168514,0.0,and the men of israel answered the men of judah and said we have ten parts in the king and we have also more right in david than ye why then did ye despise us that our advice should not be first had in bringing back our king,0.4292527586221695,0.0,"And the men of Israel answered the men of Judah and said, We have ten parts in the king. And we have also more right in David than ye. Why then did ye despise us? That our advice should not be first had in bringing back our king.",9.041836742311716,0.0,"And the men of Israel answered the men of Judah and said, We have ten parts in the king, and we have also more right in David than ye. Why then did ye despise us? That our advice should not be first had in bringing back our king?",10.185035355389118,0.0,and the men of israel answered the men of judah and said we have ten parts in the king and we have also more right in david than ye why then did you despise us that our advice should not be first had in bringing back our king,3.4547021314501762,0.020833333333333332,and the men of israel answered the men of judah and said we have ten parts in the king and we have also more right in david than ye why then did ye despise us that our advice should not be first had in bringing back our king,6.380798542872071,0.0
1046,test.clean,THEY WERE UPON THE VERGE OF AN OPEN TRAP IN THE FAR CORNER OF THE HUT AND STUTELEY HAD TRIPPED OVER THE EDGE OF THE REVERSED FLAP MOUTH OF THIS PIT,16000,118960,7.435,"They were upon the verge of an open trap in the far corner of the hut, and Stutley had tripped over the edge of the reverse flapmouth of this pit.",0.2144636232405901,0.12903225806451613,They were upon the verge of an open trap in the far corner of the hut and Stutley had tripped over the edge of the reversed flap mouth of this pit.,0.27061971835792065,0.03225806451612903,"They were upon the verge of an open trap in the far corner of the hut, and Stutley had tripped over the edge of the reversed flap mouth of this pit.",0.3807902839034796,0.03225806451612903,"They were upon the verge of an open trap in the far corner of the hut, and Stutley had tripped over the edge of the reversed flap-mouth of this pit.",0.5884362077340484,0.03225806451612903,they were upon the verge of an open trap in the far corner of the hut and stutley had tripped over the edge of the reversed flap-mouth of this pit you,0.9379005832597613,0.06451612903225806,"They were upon the verge of an open trap in the far corner of the hut, and Stutley had tripped over the edge of the reversed flapmouth of this pit.",0.29601769614964724,0.0967741935483871,"They were upon the verge of an open trap in the far corner of the hut, and Stutley had tripped over the edge of the reversed flat mouth of this pit.",6.117600473575294,0.06451612903225806,"They were upon the verge of an open trap in the far corner of the hut, and Stutley had tripped over the edge of the reversed flat mouth of this pit.",6.900694964453578,0.06451612903225806,they were upon the verge of an open trap in the far corner of the hut and stoutly had tripped over the edge of the reversed flap mouth of this pit,2.098298874683678,0.03225806451612903,they were upon the verge of an open trap in the far corner of the hut instantly had tripped over the edge of the reversed flap mouth of this pit,3.9371778508648276,0.06451612903225806
1047,test.clean,ONE HARDLY LIKES TO THROW SUSPICION WHERE THERE ARE NO PROOFS,16000,60000,3.75,One hardly likes to throw suspicion where there are no proofs.,0.12208655755966902,0.0,One hardly likes to throw suspicion where there are no proofs.,0.15005050506442785,0.0,one hardly likes to throw suspicion where there are no proofs.,0.1934274649247527,0.0,One hardly likes to throw suspicion where there are no proofs.,0.324648498557508,0.0,one hardly likes to throw suspicion where there are no proofs,0.3918461138382554,0.0,one hardly likes to throw suspicion where there are no proofs,0.19181576929986477,0.0,One hardly likes to throw suspicion where there are no proofs.,2.3084540218114853,0.0,One hardly likes to throw suspicion where there are no proofs.,2.5531630888581276,0.0,one hardly likes to throw suspicion where there are no proofs,1.4978557107970119,0.0,one hardly likes to throw suspicion where there are no proofs,1.253033115528524,0.0
1048,test.clean,THEY DREW THEIR SWORDS HID THEIR FACES IN THE FLAPS OF THEIR CLOAKS TURNED BACK AND SOON CAME IN FRONT OF THE LITTLE PARTY WHO HAD NOT YET DONE GIVING THANKS TO GOD FOR THEIR ESCAPE FROM THOSE AUDACIOUS MEN,16000,199600,12.475,"They drew their swords, hid their faces in the flaps of their cloaks, turned back and soon came in front of the little party, who had not yet done giving thanks to God for their escape from those audacious men.",0.2849375233054161,0.0,"They drew their swords, hid their faces in the flaps of their cloaks, turned back and soon came in front of the little party, who had not yet done giving thanks to God for their escape from those audacious men.",0.40411208756268024,0.0,"They drew their swords, hid their faces in the flaps of their cloaks, turned back and soon came in front of the little party, who had not yet done giving thanks to God for their escape from those audacious men.",0.4820663817226887,0.0,"They drew their swords, hid their faces in the flaps of their cloaks, turned back and soon came in front of the little party, who had not yet done giving thanks to God for their escape from those audacious men.",0.9422834282740951,0.0,they drew their swords hid their faces in the flaps of their cloaks turned back and soon came in front of the little party who had not yet done giving thanks to god for their escape from those audacious men,0.7661699261516333,0.0,they drew their swords hid their faces in the flaps of their cloaks turned back and soon came in front of the little party who had not yet done giving thanks to god for their escape from those audacious men,0.2882898598909378,0.0,"They drew their swords, hid their faces in the flaps of their cloaks, turned back and soon came in front of the little party who had not yet done giving thanks to God for their escape from those audacious men.",7.51814363244921,0.0,"They drew their swords, hid their faces in the flaps of their cloaks, turned back and soon came in front of the little party who had not yet done giving thanks to God for their escape from those audacious men.",8.505178808234632,0.0,they drew their swords hid their faces the flaps of their cloaks turned back and soon came in front of the little party who had not yet done getting thanks to god for their escape from those audacious men,2.7504538288339972,0.05,they drew their swords hid their faces in the flaps of their cloaks turned back and soon came in front of the little party who had not yet done giving thanks to god for their escape from those audacious men,4.313673924654722,0.0
1049,test.clean,WHEN A PRIVATE IN THE EIGHTH CAVALRY HE HAD BEEN ON THE POINT OF QUITTING THE ARMY AT TWENTY EIGHT YEARS OF AGE BUT UNEXPECTEDLY HE HAD BEEN APPOINTED ORDERLY TO CAPTAIN SERVADAC,16000,171680,10.73,"When a private in the 8th Cavalry, he had been on the point of quitting the army at 28 years of age, but unexpectedly he had been appointed orderly to Captain Servedak.",0.2338727591559291,0.12121212121212122,"When a private in the 8th cavalry he had been on the point of quitting the army at 28 years of age, but unexpectedly he had been appointed orderly to Captain Servadek.",0.2614539423957467,0.12121212121212122,"When a private in the Eighth Cavalry, he had been on the point of quitting the army at twenty-eight years of age, but unexpectedly he had been appointed orderly to Captain Servidak.",0.38940060418099165,0.030303030303030304,"When a private in the Eighth Cavalry, he had been on the point of quitting the Army at twenty-eight years of age, but unexpectedly he had been appointed orderly to Captain Cervadec.",0.839545245282352,0.030303030303030304,when a private in the eighth cavalry he had been on the point of quitting the army at twenty-eight years of age but unexpectedly he had been appointed orderly to captain,0.9258214291185141,0.030303030303030304,when a private in the eighth cavalry he had been on the point of quitting the army at twenty-eight years of age but unexpectedly he had been appointed orderly to captain,0.257692557759583,0.030303030303030304,"When a private in the 8th Cavalry, he had been on the point of quitting the army at 28 years of age, but unexpectedly he had been appointed orderly to Captain Servadeck.",7.085959400050342,0.12121212121212122,"When a private in the 8th Cavalry, he had been on the point of quitting the army at 28 years of age, but unexpectedly he had been appointed orderly to Captain Servadeck.",7.989994877949357,0.12121212121212122,when a private and the eighth cavalry he had been on the point of quitting the army and twenty eight years of age but unexpectedly he had been appointed orderly to captain serve a deck,2.3601509612053633,0.15151515151515152,when a private in the eighth cavalry he had been on the point of quitting the army at twenty eight years of age but unexpectedly he had been appointed orderly to captain serve a deck,3.6871068133041263,0.09090909090909091
1050,test.clean,AND HE MADE A LITTLE DIP OF HIS CANE TOWARDS BRANDON HALL OVER HIS SHOULDER,16000,73440,4.59,And he made a little dip of his cane towards Brandon Hall over his shoulder.,0.13887813035398722,0.0,And he made a little dip of his cane towards Brandon Hall over his shoulder.,0.15750589687377214,0.0,And he made a little dip of his cane towards Brandon Hall over his shoulder.,0.21366452891379595,0.0,and he made a little dip of his cane towards Brandon Hall over his shoulder.,0.3369658999145031,0.0,and he made a little dip of his cane towards Brandon Hall over his shoulder.,0.5152359297499061,0.0,and he made a little dip of his cane towards Brandon Hall over his shoulder.,0.21613054536283016,0.0,And he made a little dip of his cane towards Brandon Hall over his shoulder.,2.9468507235869765,0.0,And he made a little dip of his cane towards Brandon Hall over his shoulder.,3.287568459287286,0.0,and he made a little dip of his came towards brand and all over his shoulder,1.5407916028052568,0.26666666666666666,and he made a little dip of his cane towards brandon hall over his shoulder,1.7842032983899117,0.0
1051,test.clean,AND LOVE BE FALSE,16000,37360,2.335,and love be false.,0.07230172958225012,0.0,and love be false.,0.10274467803537846,0.0,"And love, be false!",0.11874297447502613,0.0,and love be false.,0.2129088407382369,0.0,And love be false.,0.3025752855464816,0.0,And love be false.,0.18320133443921804,0.0,and love be false.,1.1207445552572608,0.0,and love be false.,1.2157502882182598,0.0,and love be false,1.0019192956387997,0.0,and love be false,0.8821737915277481,0.0
1052,test.clean,TO BURN WITHOUT CEASING TO FLY THEREIN LIES THE MARVEL OF GENIUS,16000,99280,6.205,"To burn without ceasing to fly, they're in lies, the marvel of genius.",0.14617958664894104,0.16666666666666666,"to burn without ceasing to fly, therein lies the marvel of genius.",0.18196859024465084,0.0,to burn without ceasing to fly therein lies the marvel of genius,0.2194250514730811,0.0,"To burn without ceasing to fly, Therein lies the marvel of genius.",0.3285182770341635,0.0,to burn without ceasing to fly. Therein lies the marvel of genius.,0.4622219046577811,0.0,to burn without ceasing to fly therein lies the marvel of genius,0.22029457800090313,0.0,"To burn without ceasing to fly, therein lies the marvel of genius.",2.7854451090097427,0.0,"To burn without ceasing to fly, therein lies the marvel of genius.",3.110681291669607,0.0,to burn without ceasing to fly therein lies the marvel of genius,1.7620545290410519,0.0,to burn without ceasing to fly therein lies the marvel of genius,1.779729789122939,0.0
1053,test.clean,OH WHAT A RECORD TO READ WHAT A PICTURE TO GAZE UPON HOW AWFUL THE FACT,16000,81520,5.095,"Oh, what a record to read, what a picture to gaze upon, how awful the fact.",0.16901934891939163,0.0,"Oh what a record to read, what a picture to gaze upon, how awful the fact.",0.18707905896008015,0.0,"Oh what a record to read, what a picture to gaze upon, how awful the fact.",0.2540377201512456,0.0,Oh what a record to read. What a picture to gaze upon. How awful the fact.,0.42738198302686214,0.0,"Oh, what a record to read! What a picture to gaze upon! How awful the fact!",0.4813359724357724,0.0,"Oh, what a record to read! What a picture to gaze upon! How awful the fact!",0.2249167487025261,0.0,"Oh, what a record to read. What a picture to gaze upon. How awful the fact.",3.6049566473811865,0.0,"Oh, what a record to read. What a picture to gaze upon. How awful the fact.",4.040014547295868,0.0,oh what a record to read what a picture to gaze upon how awful the fact,1.64256114885211,0.0,oh what a record to read what a picture to gaze upon how awful the fact,1.8156390162184834,0.0
1054,test.clean,HOW JOLLY IT WAS BEING YOUNG HILDA,16000,43840,2.74,How jolly it was being young hilder.,0.11985667236149311,0.14285714285714285,"How jolly it was being young, Hilda.",0.13159869611263275,0.0,How jolly it was being young Hilda.,0.15684887766838074,0.0,How jolly it was being young Hilda.,0.25683319941163063,0.0,how jolly it was being young hilda,0.36484547331929207,0.0,how jolly it was being young hilda,0.20089545380324125,0.0,"How jolly it was being young, Hilda.",1.7843585880473256,0.0,"How jolly it was being young, Hilda.",1.978962671943009,0.0,how jolly it was being young hilda,1.2460319781675935,0.0,how jolly it was being young hilda,0.9693105006590486,0.0
1055,test.clean,OF THIS SECOND LETTER ALSO SHE SPOKE AND TOLD ME THAT IT CONTAINED AN INVITATION FOR HER TO GO AND SEE THE POET IF EVER SHE VISITED THE LAKES,16000,143121,8.9450625,Of this second letter also she spoke and told me that it contained an invitation for her to go and see the poet if ever she visited the lakes.,0.1639017704874277,0.0,Of this second letter also she spoke and told me that it contained an invitation for her to go and see the poet if ever she visited the lakes.,0.2421913743019104,0.0,Of this second letter also she spoke and told me that it contained an invitation for her to go and see the poet if ever she visited the lakes.,0.33325601648539305,0.0,"Of this second letter also she spoke, and told me that it contained an invitation for her to go and see the poet if ever she visited the lakes.",0.5876893680542707,0.0,"Of this second letter also she spoke, and told me that it contained an invitation for her to go and see the poet if ever she visited the lakes.",0.6562476418912411,0.0,of this second letter also she spoke and told me that it contained an invitation for her to go and see the poet if ever she visited the lakes,0.2496711490675807,0.0,"of this second letter also, she spoke and told me that it contained an invitation for her to go and see the poet if ever she visited the lakes.",5.41583854239434,0.0,of this second letter also she spoke and told me that it contained an invitation for her to go and see the poet if ever she visited the lakes.,5.910392282530665,0.0,of this second letter also she spoke and told me that it contained an invitation for her to go and see the poet if ever she visited the lakes,2.3035666961222887,0.0,have this second letter also she spoke and told me that it contained an invitation for her to go and see the poet if ever she visited the lakes,3.165715211071074,0.034482758620689655
1056,test.clean,ELEVEN O'CLOCK HAD STRUCK IT WAS A FINE CLEAR NIGHT THEY WERE THE ONLY PERSONS ON THE ROAD AND THEY SAUNTERED LEISURELY ALONG TO AVOID PAYING THE PRICE OF FATIGUE FOR THE RECREATION PROVIDED FOR THE TOLEDANS IN THEIR VALLEY OR ON THE BANKS OF THEIR RIVER,16000,252320,15.77,"I love it a clock at struck. It was a fine clear night, there were the only persons on the road, and they sounded leisurely along, to avoid paying the price of fatigue for the recreation provided for the Toledans in the valley or on the banks of their river.",0.4052515737712383,0.19148936170212766,"Eleven o'clock had struck. It was a fine-clear night. There were the only persons on the road, and they sauntered leisurely along, to avoid paying the price of fatigue for the recreation provided for the Toledans in the valley, or on the banks of their river.",0.38659004494547844,0.0425531914893617,11 o'clock had struck. It was a fine clear night. There were the only persons on the road and they sauntered leisurely along to avoid paying the price of fatigue for the recreation provided for the Toledans in the valley or on the banks of their river.,0.5204823110252619,0.06382978723404255,"Eleven o'clock had struck. It was a fine clear night. They were the only persons on the road, and they sauntered leisurely along, to avoid paying the price of fatigue for the recreation provided for the Toledans in the valley or on the banks of their river.",1.3433661665767431,0.02127659574468085,eleven o'clock had struck it was a fine clear night they were the only persons on the road and they sauntered leisurely along to avoid paying the price of fatigue for the recreation provided for the toledans in the valley or on the banks of their river,0.9562711967155337,0.02127659574468085,"Eleven o'clock had struck. It was a fine, clear night. They were the only persons on the road, and they sauntered leisurely along to avoid paying the price of fatigue for the recreation provided for the Toledans in the valley or on the banks of their river.",0.4364174045622349,0.02127659574468085,"Eleven o'clock had struck. It was a fine clear night, there were the only persons on the road, and they sauntered leisurely along to avoid paying the price of fatigue for the recreation provided for the Tolidans in the valley or on the banks of their river.",9.658587189391255,0.06382978723404255,"11 o'clock had struck. It was a fine clear night. They were the only persons on the road, and they sauntered leisurely along to avoid paying the price of fatigue for the recreation provided for the Tolidans in the valley or on the banks of their river.",11.125921171158552,0.06382978723404255,eleven o'clock had struck it was a fine clear night there were the only person's on the road and they sauntered leisurely along to avoid paying the price of fatigue for the recreation provided for the to lead ins in the valley or on the banks of their river,3.1926241237670183,0.1276595744680851,eleven o'clock had struck it was a fine clear night there were the only persons on the road and they sauntered leisurely along to avoid paying the price of fatigue for the recreation provided for the two legions in the valley or on the banks of their river,5.322348893620074,0.0851063829787234
1057,test.clean,I SEE THEY LAY HELPLESS AND NAKED WEEPING AND NONE TO ANSWER NONE TO CHERISH THEE WITH MOTHERS SMILES,16000,148240,9.265,"I see they lay helpless and naked, weeping and none to answer, none to cherish thee with mother's smiles.",0.19013181515038013,0.05263157894736842,"I see they lay helpless and naked, weeping and none to answer, none to cherish thee with mother's smiles.",0.2868089573457837,0.05263157894736842,"I see they lay helpless and naked, weeping and none to answer, none to cherish thee with mother's smiles.",0.28817355912178755,0.05263157894736842,"I see they lay helpless and naked, Weeping and none to answer, None to cherish thee with mother's smiles.",0.453624602407217,0.05263157894736842,i see they lay helpless and naked weeping and none to answer none to cherish thee with mother's smiles,0.5157191399484873,0.05263157894736842,i see they lay helpless and naked weeping and none to answer none to cherish thee with mother's smiles,0.22943009808659554,0.05263157894736842,"I see they lay helpless and naked, weeping and none to answer. None to cherish the with mother's smiles.",4.577519197948277,0.10526315789473684,"I see they lay helpless and naked, weeping, and none to answer. None to cherish thee with mother's smiles.",6.453584332019091,0.05263157894736842,i see they lay helpless and naked weeping and none to answer none to cherish the with mother's smiles,2.1631975546479225,0.10526315789473684,i see they lay helpless and naked weeping and none to answer none to cherish the with mothers smiles,2.844705213792622,0.05263157894736842
1058,test.clean,WE DON'T SPIN TOPS IS A FAVORITE SAYING AMONGST ARTILLERY OFFICERS INDICATING THAT THEY DO NOT SHIRK THEIR DUTY BY FRIVOLOUS PURSUITS BUT IT MUST BE CONFESSED THAT SERVADAC BEING NATURALLY IDLE WAS VERY MUCH GIVEN TO SPINNING TOPS,16000,236960,14.81,"We don't spin tops is a favorite saying amongst artillery officers, indicating that they do not shirt their duty by frivolous pursuits. But it must be confessed that Servedack, being naturally idle, was very much given to spinning tops.",0.3532893555238843,0.05128205128205128,"We don't spin tops as a favorite saying amongst artillery officers, indicating that they do not shirk their duty by frivolous pursuits. But it must be confessed that Servadak, being naturally idle, was very much given to spinning tops.",0.41998287569731474,0.05128205128205128,"We don't spin tops, is a favorite saying amongst artillery officers, indicating that they do not shirk their duty by frivolous pursuits. But it must be confessed that Servidak, being naturally idle, was very much given to spinning tops.",0.4597803596407175,0.02564102564102564,"We don't spin tops, is a favorite saying amongst artillery officers, indicating that they do not shirk their duty by frivolous pursuits. But it must be confessed that Servodak, being naturally idle, was very much given to spinning tops.",0.8088042698800564,0.02564102564102564,we don't spin tops is a favorite saying amongst artillery officers indicating that they do not shirk their duty by frivolous pursuits but it must be confessed that servadac being naturally idle was very much given to spinning tops,0.8132619159296155,0.0,we don't spin tops is a favorite saying amongst artillery officers indicating that they do not shirk their duty by frivolous pursuits but it must be confessed that servodac being naturally idle was very much given to spinning tops,0.2867998480796814,0.02564102564102564,"We don't spin tops is a favorite saying amongst our artillery officers, indicating that they do not shirk their duty by frivolous pursuits. But it must be confessed that Sirvadeck being naturally idle was very much given to spinning tops.",8.415049403905869,0.05128205128205128,"We don't spend tops is a favorite saying amongst our artillery officers, indicating that they do not shirk their duty by frivolous pursuits. But it must be confessed that Servadac, being naturally idle, was very much given to spinning tops.",9.647357094101608,0.05128205128205128,we don't spin tops is a favorite saying amongst artillery officers indicating that they do not shirk their duty by frivolous pursuits but it must be confess that serve attack being naturally idol was very much given to spinning tops,3.0061528319492936,0.10256410256410256,we don't spin tops is a favorite saying amongst artillery officers indicating that they do not shirk their duty by frivolous pursuits but it must be confessed that serve attack being naturally idol was very much given to spinning tops,5.042699681594968,0.07692307692307693
1059,test.clean,OH I'VE NO DOUBT IT'S IN CAPITAL ORDER,16000,43360,2.71,"Oh, I've no doubt, it's in capital order.",0.12466187495738268,0.0,"Oh, I've no doubt it's in capital order.",0.13802853412926197,0.0,"Oh, I've no doubt, it's in capital order.",0.1928508970886469,0.0,"Oh, I've no doubt, it's in capital order.",0.2918674312531948,0.0,"Oh, I've no doubt. It's in capital order.",0.3969964236021042,0.0,"Oh, I've no doubt it's in capital order.",0.19618872459977865,0.0,"Oh, I've no doubt. It's in capital order.",3.1130729326978326,0.0,"Oh, I've no doubt. It's in capital order.",3.1056643817573786,0.0,oh i've no doubt it's and capital order,1.1766385855153203,0.125,oh i have no doubt it's in capital order,1.4227462820708752,0.25
1060,test.clean,BUT YOU KNOW MORE ABOUT THAT THAN I DO SIR,16000,42480,2.655,"But you know more about that than I do, sir.",0.12087819166481495,0.0,"But you know more about that than I do, sir.",0.12706271838396788,0.0,But you know more about that than I do sir,0.1835817890241742,0.0,"But you know more about that than I do, sir.",0.26105049811303616,0.0,"But you know more about that than I do, sir.",0.35465366765856743,0.0,"But you know more about that than I do, sir.",0.1845200788229704,0.0,"But you know more about that than I do, sir.",2.282383660785854,0.0,"But you know more about that than I do, sir.",2.5480326348915696,0.0,but you know more about that than i do sir,1.2180202826857567,0.0,but she knew more about that than i do sir,1.305076532997191,0.2
1061,test.clean,AS THE AMBASSADOR OF A GOVERNMENT IS HONORED FOR HIS OFFICE AND NOT FOR HIS PRIVATE PERSON SO THE MINISTER OF CHRIST SHOULD EXALT HIS OFFICE IN ORDER TO GAIN AUTHORITY AMONG MEN,16000,163040,10.19,"As the ambassador of a government is honored for his office and not for his private person, so the minister of Christ should exalt his office in order to gain authority among men.",0.2227688329294324,0.0,"As the ambassador of a government is honored for his office, and not for his private person, so the minister of Christ should exalt his office in order to gain authority among men.",0.2548214038833976,0.0,"As the ambassador of a government is honored for his office and not for his private person, so the minister of Christ should exalt his office in order to gain authority among men.",0.35902228206396103,0.0,"As the ambassador of a government is honored for his office and not for his private person, so the minister of Christ should exalt his office in order to gain authority among men.",0.6062088692560792,0.0,as the ambassador of a government is honored for his office and not for his private person so the minister of christ should exalt his office in order to gain authority among men you,0.9397104382514954,0.030303030303030304,as the ambassador of a government is honored for his office and not for his private person so the minister of christ should exalt his office in order to gain authority among men,0.30328419245779514,0.0,"As the ambassador of a government is honored for his office, and not for as private person, so the minister of Christ should exult his office.",5.210527707822621,0.2727272727272727,"As the ambassador of a government is honored for his office, and not for his private person, so the minister of Christ should exalt his office in order to gain authority among men.",7.037678748369217,0.0,as the ambassador of a government is honored for his office and not for a private person so the minister of cry should exult his office in order to gain authority among men,2.2214491674676538,0.09090909090909091,as the ambassador of a government is honored for his office and not for his private person so the minister of christ should exalt his office in order to gain authority among men,4.006361466832459,0.0
1062,test.clean,MY MEN POUNDED THE TABLE WITH THEIR FISTS,16000,40560,2.535,My men pound at the table with their fists.,0.11211049184203148,0.25,My men pounded the table with their fists.,0.12031955271959305,0.0,My men pound at the table with their fists.,0.16910067573189735,0.25,My men pounded the table with their fists.,0.23838866502046585,0.0,my men pounded the table with their fists and the men pounded the table with their fists.,1.1213452955707908,1.125,my men pounded the table with their fists,0.18912975676357746,0.0,My men pounded the table with their fists.,1.7843577144667506,0.0,My men pounded the table with their fists.,1.9795319242402911,0.0,my men pound of the table with their fists,1.2151325773447752,0.25,my men pounded the table with their fists,0.9746935814619064,0.0
1063,test.clean,UNDERSCORE THESE WORDS FOR THEY ARE FULL OF COMFORT FOR SORE CONSCIENCES,16000,86640,5.415,"Under score these words, for they are full of comfort for sore consciences.",0.1430141692981124,0.16666666666666666,underscore these words for they are full of comfort for sore consciences,0.16551638953387737,0.0,"underscore these words, for they are full of comfort for sore consciences.",0.23073300439864397,0.0,underscore these words for they are full of comfort for sore consciences,0.35463907290250063,0.0,"Underscore these words, for they are full of comfort for sore consciences.",0.44057487417012453,0.0,"Underscore these words, for they are full of comfort for sore consciences.",0.21364923659712076,0.0,"Underlined these words, for they are full of comfort for sore consciences.",2.9456816436722875,0.08333333333333333,"_under_ these words, for they are full of comfort for sore consciences.",3.474843063391745,0.08333333333333333,underscore these words for they are full of comfort for sore consciences,1.5597759783267975,0.0,underscore these words for they are full of comfort for sore consciences,1.6032640151679516,0.0
1064,test.clean,WERE I BUT ALREADY ON THE CART,16000,40880,2.555,where I put already on the cart.,0.09762889239937067,0.2857142857142857,were I but already on the cart.,0.08502785116434097,0.0,Were I but already on the cart?,0.1286558611318469,0.0,Were I but already on the cart?,0.2211194783449173,0.0,were I but already on the cart.,0.3472567545250058,0.0,were I but already on the cart.,0.19479922484606504,0.0,Where I'm already on the cart?,1.7898284904658794,0.42857142857142855,Where I but already on the cart?,1.7978130793198943,0.14285714285714285,where i but already on the cards,1.1671647327020764,0.2857142857142857,where i but already on the cards,1.1570844100788236,0.2857142857142857
